service_date;day_type;bus;rail_boardings;total_rides
10/04/2011;W;1090878;767029;1857907
10/05/2011;W;1083300;774142;1857442
10/06/2011;W;1076741;783363;1860104
10/07/2011;W;1074577;783590;1858167
10/08/2011;A;692368;523113;1215481
10/09/2011;U;463310;519453;982763
10/10/2011;W;857528;669173;1526701
10/11/2011;W;1073195;770542;1843737
10/12/2011;W;1068602;776561;1845163
10/13/2011;W;02/04/4668;773498;1784583
10/14/2011;W;07/10/4796;783903;1841927
10/15/2011;A;08/09/3780;508391;1195300
10/16/2011;U;16/03/3153;351070;808795
10/17/2011;W;17/09/4803;752887;1813447
10/18/2011;W;27/05/4787;759917;1814520
10/19/2011;W;18/09/4604;738984;1726862
10/20/2011;W;08/01/4691;763556;1782957
10/21/2011;W;09/05/4837;782981;1855829
10/22/2011;A;01/09/3756;497703;1175839
10/23/2011;U;17/08/3204;341626;818133
10/24/2011;W;09/06/4786;747402;1801653
10/25/2011;W;1066867;757975;1824842
10/26/2011;W;1055199;756804;1812003
10/27/2011;W;1061301;771358;1832659
10/28/2011;W;993735;758294;1752029
10/29/2011;A;665331;469295;1134626
10/30/2011;U;433281;318565;751846
10/31/2011;W;1027078;734500;1761578
10/01/2011;A;701783;480889;1182672
10/02/2011;U;486409;344520;830929
10/03/2011;W;1091676;751034;1842710
10/04/2011;W;1090878;767029;1857907
10/05/2011;W;1083300;774142;1857442
10/06/2011;W;1076741;783363;1860104
10/07/2011;W;1074577;783590;1858167
10/08/2011;A;692368;523113;1215481
10/09/2011;U;463310;519453;982763
10/10/2011;W;857528;669173;1526701
10/11/2011;W;1073195;770542;1843737
10/12/2011;W;1068602;776561;1845163
10/13/2011;W;02/04/4668;773498;1784583
10/14/2011;W;07/10/4796;783903;1841927
10/15/2011;A;08/09/3780;508391;1195300
10/16/2011;U;16/03/3153;351070;808795
10/17/2011;W;17/09/4803;752887;1813447
10/18/2011;W;27/05/4787;759917;1814520
10/19/2011;W;18/09/4604;738984;1726862
10/20/2011;W;08/01/4691;763556;1782957
10/21/2011;W;09/05/4837;782981;1855829
10/22/2011;A;01/09/3756;497703;1175839
10/23/2011;U;17/08/3204;341626;818133
10/24/2011;W;09/06/4786;747402;1801653
10/25/2011;W;1066867;757975;1824842
10/26/2011;W;1055199;756804;1812003
10/27/2011;W;1061301;771358;1832659
10/28/2011;W;993735;758294;1752029
10/29/2011;A;665331;469295;1134626
10/30/2011;U;433281;318565;751846
10/31/2011;W;1027078;734500;1761578
11/01/2011;W;1098741;762893;1861634
11/02/2011;W;1077675;764539;1842214
11/03/2011;W;1011408;755888;1767296
11/04/2011;W;1093806;785515;1879321
11/05/2011;A;686104;513654;1199758
11/06/2011;U;477456;331327;808783
11/07/2011;W;1061041;749043;1810084
11/08/2011;W;1008764;742973;1751737
11/09/2011;W;1036190;759696;1795886
11/10/2011;W;970822;755282;1726104
11/11/2011;W;879535;681237;1560772
11/12/2011;A;660488;474088;1134576
11/13/2011;U;19/01/3169;338816;802329
11/14/2011;W;01/05/4768;741813;1789451
11/15/2011;W;24/05/4854;770828;1849900
11/16/2011;W;30/10/4755;758159;1801230
11/17/2011;W;05/05/4634;752834;1751533
11/18/2011;W;30/11/4543;743405;1709076
11/19/2011;A;11/02/3699;530802;1187917
11/20/2011;U;04/10/3149;328721;785187
11/21/2011;W;15/07/4745;726360;1765672
11/22/2011;W;09/05/4601;714844;1701494
11/23/2011;W;07/01/4616;680837;1672843
11/24/2011;U;05/06/2833;235194;576123
11/25/2011;W;652271;435428;1087699
11/26/2011;A;588157;348525;936682
11/27/2011;U;397179;274323;671502
11/28/2011;W;1016597;703558;1720155
11/29/2011;W;991030;708638;1699668
11/30/2011;W;1043354;730140;1773494
12/01/2011;W;1089263;747269;1836532
12/02/2011;W;1095431;757734;1853165
12/03/2011;A;662075;461349;1123424
12/04/2011;U;454576;327051;781627
12/05/2011;W;1051712;698735;1750447
12/06/2011;W;1035064;712288;1747352
12/07/2011;W;1032787;718567;1751354
12/08/2011;W;1023297;721739;1745036
12/09/2011;W;1006182;726618;1732800
12/10/2011;A;604502;435343;1039845
12/11/2011;U;442689;306703;749392
12/12/2011;W;988026;673314;1661340
12/13/2011;W;1002723;691649;1694372
12/14/2011;W;28/04/4472;675577;1615101
12/15/2011;W;22/02/4622;701181;1695425
12/16/2011;W;25/05/4656;703365;1710120
12/17/2011;A;16/10/3585;436091;1051815
12/18/2011;U;12/11/3145;325822;780866
12/19/2011;W;20/09/4542;657231;1622466
12/20/2011;W;27/09/4504;656796;1608159
12/21/2011;W;29/11/4495;649395;1597534
12/22/2011;W;14/08/4367;615248;1516528
12/23/2011;W;28/01/4242;539186;1394613
12/24/2011;A;28/03/3294;262788;772025
12/25/2011;U;24/02/2648;144879;418136
12/26/2011;U;463630;297972;761602
12/27/2011;W;721508;498735;1220243
12/28/2011;W;747970;535232;1283202
12/29/2011;W;767769;553630;1321399
12/30/2011;W;762618;528085;1290703
12/31/2011;A;583259;408205;991464
01/01/2012;U;338458;277156;615614
01/02/2012;U;427028;300131;727159
01/03/2012;W;810076;600940;1411016
01/04/2012;W;839010;626372;1465382
01/05/2012;W;841665;652474;1494139
01/06/2012;W;870446;666379;1536825
01/07/2012;A;583725;390564;974289
01/08/2012;U;411272;275439;686711
01/09/2012;W;968136;683105;1651241
01/10/2012;W;1019667;698468;1718135
01/11/2012;W;1036505;709539;1746044
01/12/2012;W;950402;715474;1665876
01/13/2012;W;940512;692943;1633455
01/14/2012;A;19/10/3426;377455;935108
01/15/2012;U;27/04/3003;276691;679671
01/16/2012;W;26/11/3650;459803;1099309
01/17/2012;W;19/11/4682;725950;1742379
01/18/2012;W;23/08/4684;722473;1739545
01/19/2012;W;05/11/4591;711259;1694437
01/20/2012;W;13/11/4162;746064;1572561
01/21/2012;A;08/10/3411;394407;946570
01/22/2012;U;27/12/2974;273772;666405
01/23/2012;W;07/08/4665;710762;1720878
01/24/2012;W;06/11/4774;732063;1782081
01/25/2012;W;16/10/4779;734192;1786015
01/26/2012;W;1052929;739012;1791941
01/27/2012;W;968530;720988;1689518
01/28/2012;A;621329;419586;1040915
01/29/2012;U;416383;293146;709529
01/30/2012;W;1023037;704317;1727354
01/31/2012;W;1059681;731360;1791041
02/01/2012;W;1111421;736252;1847673
02/02/2012;W;1081236;739698;1820934
02/03/2012;W;1014951;714336;1729287
02/04/2012;A;661534;418503;1080037
02/05/2012;U;462359;289438;751797
02/06/2012;W;1038157;699926;1738083
02/07/2012;W;1040979;721937;1762916
02/08/2012;W;1069324;738273;1807597
02/09/2012;W;1065885;741959;1807844
02/10/2012;W;982329;715473;1697802
02/11/2012;A;591333;399462;990795
02/12/2012;U;429977;285739;715716
02/13/2012;W;882797;653118;1535915
02/14/2012;W;03/09/4849;738384;1815732
02/15/2012;W;30/01/4780;726359;1778288
02/16/2012;W;13/03/4799;736170;1795081
02/17/2012;W;11/03/4798;731415;1789959
02/18/2012;A;10/07/3725;454131;1120891
02/19/2012;U;20/09/3201;322414;797859
02/20/2012;W;22/07/3983;543889;1304893
02/21/2012;W;28/07/4736;726162;1762200
02/22/2012;W;17/09/4780;732150;1784310
02/23/2012;W;30/05/4730;734839;1768626
02/24/2012;W;08/07/4608;712507;1701774
02/25/2012;A;27/08/3626;417134;1047783
02/26/2012;U;448512;298409;746921
02/27/2012;W;1023956;703435;1727391
02/28/2012;W;1039341;720589;1759930
02/29/2012;W;1055847;736007;1791854
03/01/2012;W;1075076;739664;1814740
03/02/2012;W;1031215;705878;1737093
03/03/2012;A;624519;416704;1041223
03/04/2012;U;441120;292334;733454
03/05/2012;W;913762;651903;1565665
03/06/2012;W;1084176;744478;1828654
03/07/2012;W;1060619;736849;1797468
03/08/2012;W;1049305;735123;1784428
03/09/2012;W;1037776;718371;1756147
03/10/2012;A;681263;444574;1125837
03/11/2012;U;482075;316828;798903
03/12/2012;W;1015965;715585;1731550
03/13/2012;W;1071861;744918;1816779
03/14/2012;W;1087551;762671;1850222
03/15/2012;W;1061219;763525;1824744
03/16/2012;W;21/08/4760;774035;1818863
03/17/2012;A;08/09/3968;708351;1463925
03/18/2012;U;25/06/3280;359041;863254
03/19/2012;W;26/01/4680;707467;1722868
03/20/2012;W;25/10/4757;718050;1761847
03/21/2012;W;19/10/4774;723631;1773631
03/22/2012;W;12/09/4682;717170;1733531
03/23/2012;W;10/08/4488;685518;1630990
03/24/2012;A;14/02/3656;430070;1071482
03/25/2012;U;14/10/3187;355696;826051
03/26/2012;W;15/06/4628;700972;1697521
03/27/2012;W;02/02/4704;723040;1747213
03/28/2012;W;1029545;735639;1765184
03/29/2012;W;1013994;734424;1748418
03/30/2012;W;1001257;709407;1710664
03/31/2012;A;646169;440893;1087062
04/01/2012;U;477703;321629;799332
04/02/2012;W;935073;696533;1631606
04/03/2012;W;972756;720709;1693465
04/04/2012;W;954947;724726;1679673
04/05/2012;W;933666;750000;1683666
04/06/2012;W;861696;642047;1503743
04/07/2012;A;637466;434835;1072301
04/08/2012;U;429398;289618;719016
04/09/2012;W;1010279;727154;1737433
04/10/2012;W;1038779;751834;1790613
04/11/2012;W;1053786;760911;1814697
04/12/2012;W;1050150;775089;1825239
04/13/2012;W;958166;741802;1699968
04/14/2012;A;644498;470545;1115043
04/15/2012;U;443006;320025;763031
04/16/2012;W;12/11/4627;713598;1709931
04/17/2012;W;19/09/4793;744763;1801673
04/18/2012;W;25/05/4723;736936;1768161
04/19/2012;W;23/07/4608;743350;1732632
04/20/2012;W;22/12/4622;737187;1731734
04/21/2012;A;27/03/3696;471715;1127779
04/22/2012;U;21/08/3127;333024;781410
04/23/2012;W;08/04/4724;739667;1771211
04/24/2012;W;14/11/4646;750511;1753786
04/25/2012;W;09/02/4580;740777;1719668
04/26/2012;W;28/08/4759;760338;1804807
04/27/2012;W;25/12/4710;745495;1772186
04/28/2012;A;592513;425418;1017931
04/29/2012;U;445246;322436;767682
04/30/2012;W;977200;703630;1680830
05/01/2012;W;1073425;743154;1816579
05/02/2012;W;1060720;754536;1815256
05/03/2012;W;1086032;766616;1852648
05/04/2012;W;1054307;778105;1832412
05/05/2012;A;666613;497814;1164427
05/06/2012;U;434634;343213;777847
05/07/2012;W;1000335;731509;1731844
05/08/2012;W;1062602;762274;1824876
05/09/2012;W;1041744;752170;1793914
05/10/2012;W;1036368;743841;1780209
05/11/2012;W;1042715;745296;1788011
05/12/2012;A;610945;427440;1038385
05/13/2012;U;455430;321345;776775
05/14/2012;W;983231;700274;1683505
05/15/2012;W;1023348;720962;1744310
05/16/2012;W;1013654;734234;1747888
05/17/2012;W;22/03/4677;746681;1761042
05/18/2012;W;10/11/4583;694037;1674298
05/19/2012;A;20/07/3670;465776;1112458
05/20/2012;U;21/08/3118;374706;819805
05/21/2012;W;20/09/4321;568256;1452772
05/22/2012;W;29/08/4676;721698;1735854
05/23/2012;W;15/04/4691;738794;1758292
05/24/2012;W;14/12/4681;756023;1772112
05/25/2012;W;22/02/4653;736144;1741711
05/26/2012;A;23/07/3641;469284;1105377
05/27/2012;U;28/05/3276;392936;895660
05/28/2012;U;26/09/3169;362808;826571
05/29/2012;W;1012629;719096;1731725
05/30/2012;W;1001845;742834;1744679
05/31/2012;W;910804;714511;1625315
06/01/2012;W;1034827;750848;1785675
06/02/2012;A;698536;489792;1188328
06/03/2012;U;512841;354121;866962
06/04/2012;W;1035294;726053;1761347
06/05/2012;W;1048003;749888;1797891
06/06/2012;W;1033815;753512;1787327
06/07/2012;W;1031503;768929;1800432
06/08/2012;W;1023786;802823;1826609
06/09/2012;A;704117;569867;1273984
06/10/2012;U;509071;404744;913815
06/11/2012;W;985578;726731;1712309
06/12/2012;W;1003612;772974;1776586
06/13/2012;W;986995;778465;1765460
06/14/2012;W;959511;783352;1742863
06/15/2012;W;996431;803508;1799939
06/16/2012;A;673257;513638;1186895
06/17/2012;U;10/03/3261;372514;869680
06/18/2012;W;20/10/4363;710839;1610725
06/19/2012;W;09/09/4459;725980;1660889
06/20/2012;W;25/07/4489;743331;1689152
06/21/2012;W;05/09/4451;728067;1660050
06/22/2012;W;10/04/4524;755020;1713518
06/23/2012;A;31/12/3751;492238;1168668
06/24/2012;U;26/11/3304;530481;1043613
06/25/2012;W;09/08/4455;725550;1658967
06/26/2012;W;18/10/4508;746532;1699377
06/27/2012;W;21/09/4521;751428;1708994
06/28/2012;W;20/06/4311;702116;1582887
06/29/2012;W;925177;734451;1659628
06/30/2012;A;683644;485188;1168832
07/01/2012;U;474631;350123;824754
07/02/2012;W;929572;676617;1606189
07/03/2012;W;976022;710361;1686383
07/04/2012;U;511376;383942;895318
07/05/2012;W;833954;628259;1462213
07/06/2012;W;852806;651815;1504621
07/07/2012;A;628380;439918;1068298
07/08/2012;U;490561;341530;832091
07/09/2012;W;934404;697423;1631827
07/10/2012;W;958191;713798;1671989
07/11/2012;W;982452;751429;1733881
07/12/2012;W;973681;769452;1743133
07/13/2012;W;918812;781300;1700112
07/14/2012;A;662503;539189;1201692
07/15/2012;U;520254;434508;954762
07/16/2012;W;927149;703975;1631124
07/17/2012;W;916666;721980;1638646
07/18/2012;W;19/06/4494;737720;1685331
07/19/2012;W;04/08/4445;737674;1667434
07/20/2012;W;05/08/4503;732949;1683893
07/21/2012;A;06/12/3767;467138;1149387
07/22/2012;U;12/09/3217;353089;834370
07/23/2012;W;12/10/4405;695786;1611005
07/24/2012;W;05/02/4372;701367;1604283
07/25/2012;W;03/10/4446;724487;1654672
07/26/2012;W;26/06/4489;720070;1665862
07/27/2012;W;16/03/4493;758858;1706009
07/28/2012;A;08/09/3778;517111;1203289
07/29/2012;U;24/06/3237;374441;862947
07/30/2012;W;907631;705435;1613066
07/31/2012;W;927014;719885;1646899
08/01/2012;W;993124;746620;1739744
08/02/2012;W;956268;736721;1692989
08/03/2012;W;997248;828673;1825921
08/04/2012;A;639837;540564;1180401
08/05/2012;U;520813;454682;975495
08/06/2012;W;930469;718004;1648473
08/07/2012;W;939745;710734;1650479
08/08/2012;W;937937;714729;1652666
08/09/2012;W;910038;733293;1643331
08/10/2012;W;939807;762585;1702392
08/11/2012;A;634529;525198;1159727
08/12/2012;U;485254;389752;875006
08/13/2012;W;862334;675894;1538228
08/14/2012;W;952867;719794;1672661
08/15/2012;W;969450;736768;1706218
08/16/2012;W;894461;689521;1583982
08/17/2012;W;985722;734329;1720051
08/18/2012;A;05/07/3848;513680;1225360
08/19/2012;U;21/09/3340;381863;908078
08/20/2012;W;29/08/4452;694224;1626566
08/21/2012;W;11/06/4608;725406;1714646
08/22/2012;W;14/12/4619;741288;1734731
08/23/2012;W;20/11/4628;730663;1727370
08/24/2012;W;29/06/4625;757933;1753400
08/25/2012;A;27/07/3768;499512;1181995
08/26/2012;U;06/12/3063;326682;751800
08/27/2012;W;31/05/4635;732088;1731178
08/28/2012;W;28/08/4699;752842;1775397
08/29/2012;W;07/12/4690;757338;1776707
08/30/2012;W;1009624;765912;1775536
08/31/2012;W;1051323;787713;1839036
09/01/2012;A;670752;498563;1169315
09/02/2012;U;522696;425857;948553
09/03/2012;U;509576;366891;876467
09/04/2012;W;1101066;757151;1858217
09/05/2012;W;1081742;778985;1860727
09/06/2012;W;1106785;787102;1893887
09/07/2012;W;1057006;798630;1855636
09/08/2012;A;697211;548107;1245318
09/09/2012;U;491612;370846;862458
09/10/2012;W;980800;786943;1767743
09/11/2012;W;1026114;789589;1815703
09/12/2012;W;1024605;785316;1809921
09/13/2012;W;991316;793145;1784461
09/14/2012;W;1023073;789009;1812082
09/15/2012;A;707625;533074;1240699
09/16/2012;U;497209;369738;866947
09/17/2012;W;972361;749237;1721598
09/18/2012;W;06/11/4663;774593;1784069
09/19/2012;W;30/04/4884;805444;1895450
09/20/2012;W;21/04/4876;814328;1901403
09/21/2012;W;27/05/4756;804809;1848090
09/22/2012;A;26/08/3733;507218;1176947
09/23/2012;U;27/08/3252;373413;867462
09/24/2012;W;29/08/4821;777711;1844827
09/25/2012;W;29/09/4893;787595;1881040
09/26/2012;W;16/12/4880;786511;1875286
09/27/2012;W;05/02/4864;810524;1893140
09/28/2012;W;05/03/4859;803271;1884089
09/29/2012;A;06/10/3859;512833;1228623
09/30/2012;U;495883;357104;852987
10/01/2012;W;1117666;783378;1901044
10/02/2012;W;1108031;806945;1914976
10/03/2012;W;1115762;810692;1926454
10/04/2012;W;1099004;810084;1909088
10/05/2012;W;1069580;808343;1877923
10/06/2012;A;670397;522379;1192776
10/07/2012;U;449748;512959;962707
10/08/2012;W;977879;713083;1690962
10/09/2012;W;1088484;795608;1884092
10/10/2012;W;1079860;798154;1878014
10/11/2012;W;1085498;807251;1892749
10/12/2012;W;1067152;796441;1863593
10/13/2012;A;604421;447031;1051452
10/14/2012;U;443009;327889;770898
10/15/2012;W;1071312;776921;1848233
10/16/2012;W;1081929;792993;1874922
10/17/2012;W;1057430;792225;1849655
10/18/2012;W;1059957;806783;1866740
10/19/2012;W;03/01/4780;801852;1853754
10/20/2012;A;29/12/3806;512403;1208919
10/21/2012;U;30/01/3251;354896;848370
10/22/2012;W;24/12/4646;769024;1772339
10/23/2012;W;26/10/4755;784378;1827445
10/24/2012;W;27/12/4860;804851;1886332
10/25/2012;W;06/05/4714;797938;1825857
10/26/2012;W;15/07/4746;796666;1836343
10/27/2012;A;14/05/3720;490779;1155656
10/28/2012;U;20/02/3143;341936;795984
10/29/2012;W;13/11/4733;759113;1794163
10/30/2012;W;28/02/4672;765043;1777555
10/31/2012;W;1042048;780984;1823032
11/01/2012;W;1092827;795031;1887858
11/02/2012;W;1087124;793396;1880520
11/03/2012;A;675546;462962;1138508
11/04/2012;U;486060;347411;833471
11/05/2012;W;1069691;766701;1836392
11/06/2012;W;1050908;768986;1819894
11/07/2012;W;1053498;782333;1835831
11/08/2012;W;1064006;793455;1857461
11/09/2012;W;1065181;798839;1864020
11/10/2012;A;650416;472274;1122690
11/11/2012;U;479696;353062;832758
11/12/2012;W;823600;666802;1490402
11/13/2012;W;1004272;761630;1765902
11/14/2012;W;1059509;775491;1835000
11/15/2012;W;1058314;786677;1844991
11/16/2012;W;1057000;791412;1848412
11/17/2012;A;675393;567804;1243197
11/18/2012;U;472178;336771;808949
11/19/2012;W;07/06/4767;759037;1806346
11/20/2012;W;02/05/4772;772991;1822091
11/21/2012;W;18/09/4610;705800;1695869
11/22/2012;U;17/02/2895;255982;619448
11/23/2012;W;22/12/3513;413384;1002877
11/24/2012;A;15/01/3205;377956;854614
11/25/2012;U;11/09/3043;304336;722063
11/26/2012;W;23/05/4655;717499;1723886
11/27/2012;W;05/02/4684;734908;1751780
11/28/2012;W;17/06/4721;750417;1780935
11/29/2012;W;23/06/4716;752188;1780886
11/30/2012;W;31/12/4844;776494;1852135
12/01/2012;A;686669;492263;1178932
12/02/2012;U;484623;350433;835056
12/03/2012;W;1069024;742337;1811361
12/04/2012;W;1067467;747543;1815010
12/05/2012;W;1054367;754701;1809068
12/06/2012;W;1030407;751285;1781692
12/07/2012;W;1038662;764843;1803505
12/08/2012;A;642192;467324;1109516
12/09/2012;U;418807;295147;713954
12/10/2012;W;973051;690186;1663237
12/11/2012;W;995089;711140;1706229
12/12/2012;W;999666;720758;1720424
12/13/2012;W;999296;727540;1726836
12/14/2012;W;1022704;749478;1772182
12/15/2012;A;597413;425168;1022581
12/16/2012;U;450355;334285;784640
12/17/2012;W;953565;683683;1637248
12/18/2012;W;950660;693703;1644363
12/19/2012;W;965895;691879;1657774
12/20/2012;W;30/08/4299;660268;1536728
12/21/2012;W;01/03/4285;634264;1505429
12/22/2012;A;30/06/3483;374774;953135
12/23/2012;U;30/01/3231;281962;768131
12/24/2012;W;28/02/3394;313210;858943
12/25/2012;U;27/03/2564;143166;385775
12/26/2012;W;06/09/3586;428605;1044654
12/27/2012;W;27/04/3844;514627;1224777
12/28/2012;W;29/03/3964;546312;1300262
12/29/2012;A;13/04/3398;360962;908200
12/30/2012;U;01/06/3009;291423;696630
12/31/2012;W;08/07/3741;490998;1163600
01/01/2013;U;338644;276167;614811
01/02/2013;W;747631;570506;1318137
01/03/2013;W;857744;620104;1477848
01/04/2013;W;875485;635401;1510886
01/05/2013;A;549303;356383;905686
01/06/2013;U;399770;264957;664727
01/07/2013;W;951511;672001;1623512
01/08/2013;W;975824;687261;1663085
01/09/2013;W;989291;697979;1687270
01/10/2013;W;964506;693642;1658148
01/11/2013;W;991875;708901;1700776
01/12/2013;A;597811;403037;1000848
01/13/2013;U;379108;266395;645503
01/14/2013;W;964972;701958;1666930
01/15/2013;W;1000831;723460;1724291
01/16/2013;W;1000782;726032;1726814
01/17/2013;W;1003351;730830;1734181
01/18/2013;W;995226;721526;1716752
01/19/2013;A;592561;417820;1010381
01/20/2013;U;09/11/2918;275860;647991
01/21/2013;W;29/02/3404;422125;971510
01/22/2013;W;02/12/4268;654679;1519911
01/23/2013;W;09/10/4506;697385;1649490
01/24/2013;W;25/01/4523;708729;1666786
01/25/2013;W;24/02/4421;707962;1628795
01/26/2013;A;18/09/3434;393542;954086
01/27/2013;U;09/12/2885;261812;621921
01/28/2013;W;30/11/4637;718545;1718549
01/29/2013;W;01/10/4663;728633;1738073
01/30/2013;W;14/12/4630;735084;1732545
01/31/2013;W;03/01/4515;713918;1669031
02/01/2013;W;878531;659888;1538419
02/02/2013;A;554095;378484;932579
02/03/2013;U;396422;271153;667575
02/04/2013;W;983474;710890;1694364
02/05/2013;W;1021386;733180;1754566
02/06/2013;W;1035100;739979;1775079
02/07/2013;W;973458;743264;1716722
02/08/2013;W;994675;723430;1718105
02/09/2013;A;611263;426081;1037344
02/10/2013;U;392914;278417;671331
02/11/2013;W;994224;708331;1702555
02/12/2013;W;901097;687334;1588431
02/13/2013;W;1070447;754178;1824625
02/14/2013;W;1054969;758213;1813182
02/15/2013;W;1013485;731689;1745174
02/16/2013;A;598259;412929;1011188
02/17/2013;U;445505;317885;763390
02/18/2013;W;830133;567064;1397197
02/19/2013;W;961489;709244;1670733
02/20/2013;W;30/12/4624;720364;1715650
02/21/2013;W;06/08/4672;738526;1751198
02/22/2013;W;28/08/4485;716784;1661178
02/23/2013;A;10/11/3536;403004;1000856
02/24/2013;U;27/06/3068;280619;707402
02/25/2013;W;10/06/4726;718035;1750372
02/26/2013;W;29/04/4412;707649;1625259
02/27/2013;W;21/07/4650;732706;1737326
02/28/2013;W;13/04/4669;741077;1752538
03/01/2013;W;01/07/4722;726385;1757282
03/02/2013;A;27/02/3657;407706;1049497
03/03/2013;U;20/06/3136;290260;741872
03/04/2013;W;1046582;684343;1730925
03/05/2013;W;915814;662182;1577996
